Age,Gender,Gender_3_TEXT,HL,Race,Race_5_TEXT,Education,Income,IPrelationship,IPrelationship_4_TEXT,IPInitials,ECRRS_1,ECRRS_2,ECRRS_3,ECRRS_4,ECRRS_5,ECRRS_6,ECRRS_7,ECRRS_8,ECRRS_9,BaselineMood_P,BaselineMood_N,StressorDescription,DescriptionTiming_FirstClick,DescriptionTiming_LastClick,DescriptionTiming_PageSubmit,DescriptionTiming_ClickCount,TimeofStressor,PostStressorMood_P,PostStressorMood_N,PRChoice_Prob,PRChoice_PerEff,RSChoice_Prob,RSChoice_PerEff,PDChoice_Prob,PDChoice_PerEff,PreChoiceMood_P,PreChoiceMood_N,ERChoice,PRTask,PRTaskTiming_FirstClick,PRTaskTiming_LastClick,PRTaskTiming_PageSubmit,PRTaskTiming_ClickCount,RSTask,RSTaskTiming_FirstClick,RSTaskTiming_LastClick,RSTaskTiming_PageSubmit,RSTaskTiming_ClickCount,PDTask,PDTaskTiming_FirstClick,PDTaskTiming_LastClick,PDTaskTiming_PageSubmit,PDTaskTiming_ClickCount,PostTaskMood_P,PostTaskMood_N,PROLIFIC_PID,ECR1R,ECR2R,ECR3R,ECR4R,Avoidance,Anxiety,ZAvoidance,ZAnxiety,filter_$
34,1, ,2,1, ,1,2,3, ,MN,1,5,7,2,2,7,7,1,1,3,7,Unfortunately we share the requirement of rent and he fails to provide his portion. He works but when he gets paid he decides to pay for his wants instead of the needs. He will get snacks and random other food and drinks. He buys video games,6.326,93.598,117.167,6,1,3,7,0,0,2,2,5,5,3,7,2, , , , , ,"No matter what is happening in this moment, we have been through alot...mainly homelessness. Looking back on that, we dont want to be in that situation again so we do anything we can to be able to steer clear of that possible future again.",.696,.696,63.793,1, , , , , ,3,7,5df82e8739bcde5dd044f741,7,3,1,6,4.33333333333333,3,2.09195385856432,.234749293558048,1
20,2, ,2,1, ,1,9,1, ,CG,6,6,5,6,3,3,5,7,5,2,8,"A small disagreement over something trivial compounded into a larger argument in which CG said some very negative things about me (I'm stupid, he hates me, cursing at me etc.). I think it escalated to this point because we can both be very stubborn and unwilling to stand down. Although I don't think I handled the situation as well as I could have, some of the things he said were out of line and very hurtful. He eventually apologized, but said that he wouldn't talk to me that way if I had acted differently, which left me feeling unsatisfied because I don't think there is any excuse for how he talked to me.",7.125,121.578,247.015,5,1,1,9,1,0,3,2,5,5,2,8,3, , , , , , , , , , ,"I'm going on a beach trip with my friends next month. I'm very excited for this, especially because my friends go to a different university so I don't get to see them often.",10.154,13.568,82.21,2,4,6,60ffb54bc69e5079b69eae56,2,2,3,2,2.5,5.66666666666667,.368683309533014,1.88887676604654,0
44,2, ,2,1, ,1,1,2, ,JF,7,7,7,7,1,1,2,1,2,5,3,"Sometimes my anxiety prevents me from doing things that I did before, and JF will mention feeling socially pressured by outside people who ask about me, and I feel like they use that as a way to try and present their own feelings, to get me what they would like me to do.  But in a way where they feel I can't be mad at them, since they technically didn't originate the statement.  They can say, they are just passing the message on.  JF is a master of strategy, and they don't always know that in their desire to be efficient and logical, it can be very manipulative.  And I don't like feeling like I'm being managed.  I feel resentful, and I get really stubborn in response.",1.703,197.75,214.225,8,3,4,3,0,0,9,6,8,7,5,2,2, , , , , ,They have tried their hardest to help when I was struggling.  And have never made me feel like a burden.  They've been there for my recent surgeries and did everything in their power to make me feel settled and comfortable. They offer daily support and help.,12.476,139.472,155.944,7, , , , , ,6,1,60de50896b0ce86b84a2ee24,1,1,1,1,1,1.66666666666667,-1.0412653214926,-.592314442686197,1
30,2, ,2,1, ,1,2,1, ,CB,7,7,6,6,5,2,7,7,7,1,9,"Just this morning, CB and I had an argument while trying to set up a surveillance camera. They were trying to set it up using an app on their phone, and I looked up a user manual online, so I looked over and asked what they were doing. Without looking up, they got all huffy and said 'I'm trying to set this camera up'. I thought that was obviously what they were doing, and tried to explain that, but before I could get anything out, CB closed out of what they were doing on their phone, disconnected the camera and threw it down on the bed, exclaming ""Well I'm not gonna do this right now, I have other things to do"". They felt attacked because I made them feel like their answer of ""trying to set this camera up"" was not good enough, and that I didn't trust them. I admitted they were right, that I didn't trust them, (due to a series of events over the last year or so, that include a whole bunch of lying and webcamming with other people), but that I wanted to, and that by involving them in the set up of this surveillance camera, I was trying to give them a chance. I told them I was just scared The arguement fizzled out after that, but nothing was really resolved, and as of this point, we're still kind of avoiding each other seems like.",5.982,80.758,448.484,2,1,1,10,7,3,7,1,6,0,0,10,1,"I feel like even though there was a disagreement between us, I at least, was able to exercise mindfulness about my tone and my temper. Whenever I realized I was getting loud, and feeling like I could snap, I tried to shift the conversation back to the origninal point, and speak softer. I also did my best to be completely transparent with my thoughts and emotions, and I even managed to take some of CB's advice by not being afraid to speak my mind and embrace potential conflict.",22.404,22.404,190.09,1, , , , , , , , , , ,2,8,60175a2c2d7cc99cb9f4049c,1,1,2,2,2.16666666666667,7,.0553613915273219,2.71594050229078,0
21,1, ,2,1, ,2,9,2, ,MF,5,5,5,6,2,3,1,1,2,4,7,"I wanted to find a new job because I was unhappy. MF did not want me to abandon my job without securing a new one, and wanted me to be active and making money.  She thought it was irresponsible of me to leave without saying anything and to not have a new job lined up. We ended up getting in an argument, and I ended up staying at the job for the time being.",19.848,19.848,116.209,1,5,5,6,6,6,8,8,8,8,6,5,2, , , , , ,"She is always willing to listen to me. I know she truly supports me she just always wants me to evaluate my options and decide what the best option going forward would be.  she wants to see me happy, successful, and thriving.",7.527,7.527,88.415,1, , , , , ,7,3,60fcfad1d7658c92e652be1f,3,3,3,2,2.66666666666667,1.33333333333333,.52534426853586,-.799080376747258,1
37,1, ,2,3, ,2,9,1, ,ET,5,5,5,5,2,2,2,2,3,8,4,My wife and I often get into quarrels. She gives me a hard time about how I drive and the last time we started getting into it. She criticized the direction and route so I keep telling her she can drive. I felt like because I always drive she should just leave me to do the driving. It frustrates me that she thinks she's always right.,1.035,1.035,72.883,1,1,5,5,5,5,5,5,7,6,5,5,3, , , , , , , , , , ,"I often enjoy playing basketball with my friends during lunch. It's a good way to hone my skills and just be social with people outside my normal circle. I have been playing basketball with these guys for 5+ years and they really are like another family to me. I enjoy their company and enjoy catching up with them, even if I'm not able to play due to injury or other things that take me away.",1.324,35.956,100.017,3,8,2,559c192bfdf99b218a61f57f,3,3,3,3,2.66666666666667,2.33333333333333,.52534426853586,-.178782574564074,0
54,2, ,2,1, ,1,3,1, ,DJ,6,7,7,6,3,1,6,1,6,9,1,"I currently work 4 days a week out of town, and when it concerns money matters, I feel uncomfortable requesting monetary assistance from my husband DJ
 I needed gas and food and called to tell him expecting him to transfer money to my account but he did not. I was very frustrated, hurt and angry because his lack of action made me feel uncared about. 
I called back and angrily told DJ off that he was callous and our marriage was not normal, and maybe it was time for me to end it. He eventually did transfer funds but it made me feel as though I had to lower myself and beg. I do not ask any more. Even though I may go without food for a couple days",3.897,293.004,328.566,10,1,3,8,4,2,7,7,3,4,4,6,2, , , , , ,"The most important thing about my relationship with my husband is how he makes my heart feel normally. We laugh together more often than argue, we talk intellectually often which invigorated my mind. With DJ all the past bad relationships are no longer important. We are best friends, lovers soul mates",8.777,26.002,164.408,2, , , , , ,10,0,6140fac7990fd1e9c3c43b92,2,1,1,2,1.66666666666667,4.33333333333333,-.414621485481216,1.06181302980229,1
38,1, ,2,3, ,2,6,1, ,AM,5,5,5,5,3,4,2,2,2,6,0,"The last conflict I recall between AM and I happened early in the morning on a weekend. I forget what exactly caused it but I know it was a minor conflict and we were both annoyed at each other. We both raised our voices and did not really speak to each other as much afterwards. However, we both felt bad about the situation and we eventually made up sometime afterwards.",1.293,34.348,203.589,2,3,4,1,0,0,0,0,0,0,5,0,2, , , , , ,A positive thing about our relationship is that we get each other's humor. We know how to make each other laugh and enjoy each other's company. We can have good times with each other even after bad ones.,.929,.929,75.624,1, , , , , ,7,0,5de81d685a8f94795b893d45,3,3,3,3,3.16666666666667,2,.995327145544397,-.385548508625136,1
26,2, ,2,1, ,3,2,2, ,DB,7,7,7,7,1,2,1,1,2,10,2,We had a disagreement about finances and plans for the future. The conflict mostly occurred when I misunderstood a tone used by the other person. This made me think that there were other motives to the conversation. The misunderstanding was later resolved.,1.417,50.985,64.378,7,2,6,2,3,2,5,9,4,6,8,1,2, , , , , ,This person has always had my back more than anyone else in my life. They have always supported me even when no one else did. I know they love me unconditionally. They have provided me with so much I did not deserve and for that I am incredibly grateful for their presence in my life. I know they always mean the best for me in their decision making. I have always felt loved by this person and continue to feel their love.,.926,90.998,102.98,13, , , , , ,10,1,60feff658750da2ecff7128d,1,1,1,1,1.16666666666667,1.33333333333333,-.884604362489753,-.799080376747258,1
36,2, ,2,1, ,1,9,1, ,RT,5,2,3,4,6,6,6,6,7,1,10,"Due to supply issues at my place of employment, I have been home a lot more. RT asked me if I would be home the next day because he needed to order groceries and have them delivered; he didn't want frozen food thawing out before he got home. I told him I would be. I ended up going in overnight to my job and didn't get home until 5am. I went to bed but made sure I woke up early because I was expecting a delivery at some point. I stayed up all day, exhausted, waiting for this grocery delivery. When he came home around 3pm, I asked him what happened with the groceries because they never came. He said, ""Oh, I scheduled them for later tonight."" I asked him why did he ask me if I was going to be home if he was going to order them later in the day and he said he wasn't sure if I'd actually be home so he thought it was easier. Historically, if he asks me that, he puts the order in for the morning so I had no reason to believe that it wouldn't be happening and I would have slept had I known so I was pretty upset. This turned into a conversation about how he doesn't communicate with me about his plans (e.g., he left for the majority of July without telling me he had planned to do so). I found it really frustrating and inconsiderate, especially when he didn't initially think it was a big deal because if the tables were turned, he wouldn't have stayed up for my groceries. I should've verified there was an actual delivery but I didn't think it was necessary since I said I would be home.",2.602,914.051,981.999,9,1,0,10,1,1,4,3,0,2,0,10,2, , , , , ,That he will surprise me with generosity when he wants to. I am going to SF for a show and originally I was going to drive myself but now I have a sudden funeral the night before in a different state. He rearranged his schedule to make sure he could pick me up from the airport and get me to the show. I thought I would have to cancel the show which was postponed for two years but he's helping me make it happen.,9.045,155.417,240.169,6, , , , , ,5,5,5809006b2a296e0001005451,3,6,5,4,5,6.33333333333333,2.7185976945757,2.30240863416866,1
28,1, ,2,1, ,2,8,1, ,MH,6,6,7,6,2,2,4,5,5,6,7,"This event occurred due to high stress levels in the household between my girlfriend, my parents, and myself.  This overwhelming stress caused my girlfriend and I to have a blow up which involved yelling and saying stupid untrue things.  At the time it caused me to have a massive panic attack, and I was off for a few days.  However, we talked afterwards and made things better, and are now much better off.",7.259,117.602,238.17,2,1,6,7,3,2,8,8,6,6,6,7,2, , , , , ,Thinking of something positive in my relationship with MH is very easy and effortless because we have countless of positive memories to choose from.  We also have overcome many obstacles together in our lives and have lifted each other up when we needed each other,8.801,71.033,225.849,4, , , , , ,7,7,5ec7e8a712268326deae8d87,2,2,1,2,1.83333333333333,4.66666666666667,-.25796052647837,1.26857896386335,1
33,2, ,2,2, ,3,9,2, ,LM,5,5,4,6,4,5,1,1,1,6,2,I wanted to go out to drive Uber after work one night and LM was visiting and had my car blocked in. She would not move because she felt I should not drive that late. She said it was too dangerous. I felt like I was responsible enough enough to decide for myself what I could do.,1.928,81.346,153.502,5,1,6,2,7,3,4,2,6,1,6,1,3, , , , , , , , , , ,Its makes me feel better to know I am going out this weekend,.869,29.518,104.653,5,7,1,614c88b1854e976efc7c68c8,3,3,4,2,3.5,1,1.30864906355009,-1.00584631080832,0
24,2, ,1,6, ,2,5,1, ,JM,6,6,6,5,2,3,2,2,6,5,4,"I work full time and I am tired when I get home, I just want to spend time with my S/O. However, when my S/O is tired at the end of the day he wants to rest by playing video games and being left alone. So when I want to connect and he doesn’t respond positively I feel rejected and unloved. I feel it’s hard for both of us to get our needs met when our needs seem to conflict",5.619,247.685,248.51,9,2,5,5,5,3,5,3,2,1,4,6,1,"This conflict is teaching us both how to put each other first, how to communicate our needs as well as feelings. We talk about the conflict which means we’re willing to push for growth. And there are days where we both get what we want, connection and alone time.",20.733,22.274,190.425,2, , , , , , , , , , ,5,3,6111d9b2a1cae8c593eb0c52,2,2,2,3,2.33333333333333,3.33333333333333,.212022350530168,.441515227619109,0
52,2, ,2,1, ,2,4,2, ,LZ,5,5,5,6,3,2,2,3,2,7,1,"LZ is my mom.  She and my dad are elderly, not in the best health and live about 50 minutes away from me.  During the lockdowns I stayed with them so that I could run their errands and keep their spirits up.  My staying with them was temporary, I have my own home.  I have friends and I need to find work.  I want to get another dog.  I don't have a big life but it is my own independent life.  Since I moved back home I have been pressured every few months or so to come live with them full time.  I had several conversations where I explained that moving into their basement would mean that I am giving up on having a life outside of my relationship with them.  They require all of my focus when i am there.  They are also very traditional, so I would not be able to date, I would not be able to have people over.  I also wouldn't be able to get another dog.  I miss my girl.  She died in 2019 and I'm ready for another pet.  My mom says she understands and we go along happily, then she'll bring it up again.  I feel unheard, I feel unimportant.   I am frustrated.  i am torn.  I am guilty.  we clear the air and she brings it up again.",1.642,60.626,311.448,3,4,1,9,3,2,8,8,6,6,4,6,2, , , , , ,"Silver linings, how many people get a chance to really get to know their parents as an adult.  I lived with my mom and dad and I got to see just how much she does every day, how much she wants to laugh, how much pain she's in and how she sets it aside to care for those around her.  I got to appreciate her as a strong productive role model.",1.631,1.631,86.156,1, , , , , ,7,1,5591827dfdf99b4fccbdfb21,3,3,3,2,2.66666666666667,2.33333333333333,.52534426853586,-.178782574564074,1
25,1, ,2,1, ,1,1,2, ,CB,6,7,6,6,5,5,1,1,2,6,3,I was talking about moving out of my apartment and needed some encouragement and I was told that it is a stupid idea from CB and I felt extremely mad and frustrated after.  CB just wanted to be blunt and honest with me and I didnt want that in the moment.,1.08,90.004,129.868,2,1,5,6,6,5,9,6,8,7,7,5,3, , , , , , , , , , ,I am graduating college soon and then I can pretty much do whatever I want and go wherever I want.  This is super exciting to me becuase I have been in school for around 6 years.,.995,.995,83.052,1,8,2,6107992d2e980ec056f40ebb,2,1,2,2,2.83333333333333,1.33333333333333,.682005227538706,-.799080376747258,0
43,2, ,2,1, ,2,2,3, ,Gw,5,5,5,5,2,5,3,2,3,7,5,Gw decided to move at the last minute when telling me I had to get my washer and dryer and other items I had been storing in his attic. In order to move the items I would of needed a moving truck and perhaps take a day off of work.  He knew about moving way ahead of time and could of told me. Also had previously made arrangements for him to keep my washer and dryer forever.  Now he is giving it back and I had already assumed it was his to keep.,24.706,440.256,491.114,19,1,7,5,7,7,7,7,8,8,8,4,3, , , , , , , , , , ,I am thinking about my two wonderful cats.  Whenever I am down or just throughout the day I think of my two cats and my foster cat. I love them so much and the only reason I go to work is for money for their food and litter.,10.497,12.96,70.16,2,9,2,5e612ecc86a23003331a385f,3,3,3,3,3.16666666666667,2.66666666666667,.995327145544397,.0279833594969865,0
20,2, ,2,1, ,1,2,1, ,JK,7,7,6,6,1,1,1,1,1,7,0,We honestly really don’t have large conflicts. We work together to communicate and compromise for each other to keep each other happy.,10.827,23.149,64.968,4,1,7,0,5,5,6,6,5,5,7,0,2, , , , , ,"Think about everything that JK does for me, and that he always has good intentions.",12.521,12.521,61.768,1, , , , , ,7,0,6110fb739ba54df7541475fd,1,1,2,2,1.33333333333333,1,-.727943403486907,-1.00584631080832,1
41,2, ,2,1, ,1,6,1, ,RS,6,6,6,6,2,2,2,4,2,7,0,We were fighting over our budget.  We don't always agree on what we should spend money on or not.  I think its something that happens often and we aren't always able to come to an agreement every month.  We try and work through it and try not to get angry with each other.,152.088,217.785,235.105,3,1,7,0,6,6,8,7,5,5,7,0,2, , , , , ,I always think about our honeymoon and how much fun we had together.,1.263,512.549,533.309,3, , , , , ,8,0,5c671f12a26a8500014431e7,2,2,2,2,2,2.66666666666667,-.101299567475524,.0279833594969865,1
23,2, ,2,1, ,1,6,1, ,TP,7,7,7,7,1,4,1,1,1,10,1,"TP and I got in an argument over his sister. She is going through a divorce and I lended her an ear so she could vent it all out, I never told her what to do. Because I was the last to speak to her, he blamed me for her actions that followed. I was very upset and hurt.",10.943,12.849,121.475,2,1,7,2,1,1,8,8,5,3,10,1,2, , , , , ,I could just think about the moment our daughter was born and the way my husband acted. He fell in love with her instantly. I will never forget it. He was so supportive and helped me in every way possible. He never failed to let me know how much he loved me and how proud he was of me. I truly could see and feel how strong his love for me was. He helped me through the whole thing.,4.786,73.872,101.479,4, , , , , ,10,0,60ff254f7b4ca59fff0e8e32,1,1,1,1,1.5,1,-.571282444484062,-1.00584631080832,1
34,1, ,2,1, ,3,3,2, ,AM,3,4,3,5,3,4,7,7,5,3,7,"There was a period wherein she would not respond to me at all, even about the simplest things that she always did. There was never a specific fight or anything, just a sudden silence that had a big impact on me by making me feel like, ""Here it is: confirmation that I'm just a chore to her.""",5.46,5.46,68.321,1,3,3,7,0,0,3,3,2,3,3,7,3, , , , , , , , , , ,"Something positive in my daily life is my new job. Even though it's not a career per se, and even though it can be monotonous, it represents independence and my ability to take care of myself, particularly in this time where I feel so much impending doom in my life and an overwhelming responsibility for it all.",9.701,9.701,65.556,1,3,7,5d9a90db9fcbb7032d1bbe62,5,4,5,3,4,6.33333333333333,1.77863194055863,2.30240863416866,0
37,2, ,2,3, ,4,9,1, ,Sm,7,7,7,7,1,1,1,1,2,10,0,We disagreed on how to care for our child. We had different opinions about soothing him. We have our own styles which contributed to the disagreement. We resolved it by agreeing to manage things in our own way,4.015,74.333,76.709,3,1,9,0,9,9,10,10,10,10,10,0,2, , , , , ,We support and love each other,10.193,10.193,63.523,1, , , , , ,10,0,5ea5bee3fc11ed5a8a85f26b,1,1,1,1,1,1.33333333333333,-1.0412653214926,-.799080376747258,1
54,2, ,2,1, ,2,9,1, ,JH,5,6,7,6,3,4,1,1,1,9,1,The only real conflict we have is about him working too much. It’s the same issue we’ve had forever and nothing ever changes.,8.535,70.787,71.619,3,2,9,1,9,1,9,1,9,1,9,1,1,"The positive I think about is that he’s an excellent provider for our family and he’s just at work, he’s not out doing anything wrong.",6.506,6.506,61.303,1, , , , , , , , , , ,9,1,60309a607cdd70f3cafc4842,3,2,1,2,2.5,1,.368683309533014,-1.00584631080832,0
29,1, ,2,1, ,4,9,3, ,AD,6,6,6,6,2,2,2,2,2,3,8,I asked him to make a $100 bet for me that won. Then instead of giving me the money for it he decided to use it to pay back money he said I owed him. I didn’t agree with this,5.033,5.033,60.994,1,4,3,8,2,2,5,5,3,6,3,9,3, , , , , , , , , , ,I recently got matched into residency and I am excited about making money and possibly enjoying life,5.97,54.213,60.413,4,4,7,5afdde7e59ae1e00017e6737,2,2,2,2,2,2,-.101299567475524,-.385548508625136,0
